timestamp,value
2025-05-15 09:15:00.000364,58995.0
2025-05-15 09:15:02.318247,58995.0
2025-05-15 09:15:04.418048,41700
2025-05-15 09:15:06.536988,41730.0
2025-05-15 09:15:08.620165,41790.0
2025-05-15 09:15:10.757633,41700.0
2025-05-15 09:15:12.852298,43830.0
2025-05-15 09:15:14.956819,42645.0
2025-05-15 09:15:17.062569,43500.0
2025-05-15 09:15:19.165755,43065.0
2025-05-15 09:15:21.270313,43170.0
2025-05-15 09:15:23.372343,43245.0
2025-05-15 09:15:25.467655,43395.0
2025-05-15 09:15:27.571165,43935.0
2025-05-15 09:15:29.661004,43995.0
2025-05-15 09:15:31.759527,43575.0
2025-05-15 09:15:33.878731,43350.0
2025-05-15 09:15:35.977257,45285.0
2025-05-15 09:15:38.074653,45120.0
2025-05-15 09:15:40.175647,44445.0
2025-05-15 09:15:42.273792,44805.0
2025-05-15 09:15:44.362772,45030.0
2025-05-15 09:15:46.456217,46170.0
2025-05-15 09:15:48.550171,46080.0
2025-05-15 09:15:50.656213,45750.0
2025-05-15 09:15:52.759007,45450.0
2025-05-15 09:15:54.856876,44760.0
2025-05-15 09:15:56.959670,45255.0
2025-05-15 09:15:59.058067,45120.0
2025-05-15 09:16:01.156217,45045.0
2025-05-15 09:16:03.257783,42615.0
2025-05-15 09:16:05.345824,41400.0
2025-05-15 09:16:07.440423,40980.0
2025-05-15 09:16:09.538519,41100.0
2025-05-15 09:16:11.630420,40980.0
2025-05-15 09:16:13.743920,40200.0
2025-05-15 09:16:15.847085,40395.0
2025-05-15 09:16:17.947888,40245.0
2025-05-15 09:16:20.042987,40560.0
2025-05-15 09:16:22.163649,41055.0
2025-05-15 09:16:24.258631,40335.0
2025-05-15 09:16:26.368637,40275.0
2025-05-15 09:16:28.586820,39855.0
2025-05-15 09:16:30.687835,39465.0
2025-05-15 09:16:32.778301,39405.0
2025-05-15 09:16:34.879297,39630.0
2025-05-15 09:16:36.980886,39465.0
2025-05-15 09:16:39.076632,39375.0
2025-05-15 09:16:41.177436,39240.0
2025-05-15 09:16:43.276561,39405.0
2025-05-15 09:16:45.378481,39690.0
2025-05-15 09:16:47.475952,39840.0
2025-05-15 09:16:49.577992,40140.0
2025-05-15 09:16:51.678253,40740.0
2025-05-15 09:16:53.777405,40845.0
2025-05-15 09:16:55.877184,41310.0
2025-05-15 09:16:57.978758,43035.0
2025-05-15 09:17:00.082169,43815.0
2025-05-15 09:17:02.178200,44835.0
2025-05-15 09:17:04.284934,43635.0
2025-05-15 09:17:06.395725,43350.0
2025-05-15 09:17:08.494893,43155.0
2025-05-15 09:17:10.597121,42870.0
2025-05-15 09:17:12.714883,42525.0
2025-05-15 09:17:14.799891,41775.0
2025-05-15 09:17:16.901338,42000.0
2025-05-15 09:17:18.991924,42645.0
2025-05-15 09:17:21.094141,41925.0
2025-05-15 09:17:23.211105,42450.0
2025-05-15 09:17:25.314589,42900
2025-05-15 09:17:27.404248,44190.0
2025-05-15 09:17:29.496403,44175.0
2025-05-15 09:17:31.603822,43725.0
2025-05-15 09:17:33.699623,43440.0
2025-05-15 09:17:35.791218,43935.0
2025-05-15 09:17:37.885728,44820.0
2025-05-15 09:17:39.982511,44805.0
2025-05-15 09:17:42.090467,44880.0
2025-05-15 09:17:44.193064,44610.0
2025-05-15 09:17:46.293324,45000.0
2025-05-15 09:17:48.377560,46695.0
2025-05-15 09:17:50.476547,46590.0
2025-05-15 09:17:52.569374,47010.0
