event_id,threshold_abs_z,entry_time,side,entry_z,entry_abs_z,settled,settle_time,exit_time,exit_reason,bars_to_settle,bars_to_exit,approx_trading_days_to_exit,entry_nifty_close,entry_sensex_close,exit_nifty_close,exit_sensex_close,max_loss_abs_rupees,max_loss_rupees,max_loss_time,max_profit_rupees,max_profit_time,max_abs_z_during_wait,max_abs_z_time,directional_worst_z_during_wait,directional_worst_z_time,gross_exit_pnl_rupees,cost_rupees,net_exit_pnl_rupees,nifty_points_at_exit,sensex_points_at_exit,nifty_qty,sensex_qty,entry_date,entry_trading_date,exit_z,exit_abs_z,calendar_minutes_to_exit
41,5.0,2023-03-31 09:15:00,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,6.605623169265324,6.605623169265324,True,2023-03-31 10:50:00,2023-03-31 10:50:00,SETTLED,95,95,0.25333333333333335,17232.35,58505.67,17241.15,58513.03,3324.2499999997563,-3324.2499999997563,2023-03-31 09:49:00,2124.0000000008877,2023-03-31 10:50:00,6.605623169265324,2023-03-31 09:15:00,6.605623169265324,2023-03-31 09:15:00,2124.0000000008877,0.0,2124.0000000008877,8.80000000000291,7.360000000000582,325,100,2023-03-31,2023-03-31,0.4696979583004377,0.4696979583004377,95.0
42,5.0,2023-04-17 09:15:00,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,-5.82541924417549,5.82541924417549,True,2023-04-17 11:49:00,2023-04-17 11:49:00,SETTLED,154,154,0.4106666666666667,17701.75,59915.93,17662.4,59771.06,6065.750000000298,-6065.750000000298,2023-04-17 10:08:00,1309.499999999207,2023-04-17 09:22:00,6.1461816629112205,2023-04-17 09:17:00,-6.1461816629112205,2023-04-17 09:17:00,-1698.2500000007349,0.0,-1698.2500000007349,-39.349999999998545,-144.87000000000262,325,100,2023-04-17,2023-04-17,-0.4083202764155085,0.4083202764155085,154.0
43,5.0,2023-05-11 09:15:00,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,6.479464716058306,6.479464716058306,True,2023-05-11 09:51:00,2023-05-11 09:51:00,SETTLED,36,36,0.096,18343.1,62070.49,18295.45,61873.74,9.999999999490683,-9.999999999490683,2023-05-11 09:35:00,4188.750000000709,2023-05-11 09:51:00,6.479464716058306,2023-05-11 09:15:00,6.479464716058306,2023-05-11 09:15:00,4188.750000000709,0.0,4188.750000000709,-47.64999999999782,-196.75,325,100,2023-05-11,2023-05-11,0.1095781829215444,0.1095781829215444,36.0
44,5.0,2023-05-18 09:16:00,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,5.492681991329315,5.492681991329315,True,2023-05-18 12:20:00,2023-05-18 12:20:00,SETTLED,184,184,0.49066666666666664,18262.95,61869.99,18216.65,61713.78,1791.9999999997344,-1791.9999999997344,2023-05-18 12:04:00,3838.499999999476,2023-05-18 09:52:00,5.492681991329315,2023-05-18 09:16:00,5.492681991329315,2023-05-18 09:16:00,573.5000000001492,0.0,573.5000000001492,-46.29999999999927,-156.20999999999913,325,100,2023-05-18,2023-05-18,0.36215663750225413,0.36215663750225413,184.0
45,5.0,2023-05-23 09:17:00,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,-5.835707701698179,5.835707701698179,True,2023-05-23 10:08:00,2023-05-23 10:08:00,SETTLED,51,51,0.136,18373.95,62094.17,18388.5,62179.72,1350.9999999993852,-1350.9999999993852,2023-05-23 09:32:00,3826.2500000005275,2023-05-23 10:08:00,5.835707701698179,2023-05-23 09:17:00,-5.835707701698179,2023-05-23 09:17:00,3826.2500000005275,0.0,3826.2500000005275,14.549999999999272,85.55000000000291,325,100,2023-05-23,2023-05-23,-0.25491771731029084,0.25491771731029084,51.0
46,5.0,2023-05-24 09:16:00,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,-5.3111380547998115,5.3111380547998115,True,2023-05-24 09:21:00,2023-05-24 09:21:00,SETTLED,5,5,0.013333333333333334,18289.7,61770.25,18270.7,61763.96,0.0,0.0,2023-05-24 09:16:00,5545.999999999913,2023-05-24 09:21:00,5.3111380547998115,2023-05-24 09:16:00,-5.3111380547998115,2023-05-24 09:16:00,5545.999999999913,0.0,5545.999999999913,-19.0,-6.290000000000873,325,100,2023-05-24,2023-05-24,-0.467097538598748,0.467097538598748,5.0
47,5.0,2023-05-29 09:15:00,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,5.73775379955757,5.73775379955757,True,2023-05-29 11:42:00,2023-05-29 11:42:00,SETTLED,147,147,0.392,18627.3,62963.94,18624.05,62956.1,3377.2499999989122,-3377.2499999989122,2023-05-29 10:55:00,151.5000000008513,2023-05-29 09:17:00,5.73775379955757,2023-05-29 09:15:00,5.73775379955757,2023-05-29 09:15:00,-272.24999999962165,0.0,-272.24999999962165,-3.25,-7.8400000000037835,325,100,2023-05-29,2023-05-29,0.4029608131149216,0.4029608131149216,147.0
48,5.0,2023-05-30 09:15:00,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,-5.74835474248942,5.74835474248942,True,2023-05-30 11:31:00,2023-05-30 11:31:00,SETTLED,136,136,0.3626666666666667,18582.95,62759.86,18616.0,62893.84,342.7500000006148,-342.7500000006148,2023-05-30 09:17:00,3673.000000000502,2023-05-30 09:31:00,5.74835474248942,2023-05-30 09:15:00,-5.74835474248942,2023-05-30 09:15:00,2656.749999999829,0.0,2656.749999999829,33.04999999999927,133.97999999999593,325,100,2023-05-30,2023-05-30,-0.06672889366796944,0.06672889366796944,136.0
49,5.0,2023-06-13 09:16:00,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,5.482199540176077,5.482199540176077,True,2023-06-13 10:31:00,2023-06-13 10:31:00,SETTLED,75,75,0.2,18674.65,62998.71,18695.65,63043.2,893.0000000011205,-893.0000000011205,2023-06-13 09:49:00,2376.0000000002037,2023-06-13 10:31:00,5.482199540176077,2023-06-13 09:16:00,5.482199540176077,2023-06-13 09:16:00,2376.0000000002037,0.0,2376.0000000002037,21.0,44.48999999999796,325,100,2023-06-13,2023-06-13,0.42793545964726987,0.42793545964726987,75.0
50,5.0,2023-06-15 09:18:00,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,-5.913482677372377,5.913482677372377,True,2023-06-15 13:47:00,2023-06-15 13:47:00,SETTLED,269,269,0.7173333333333334,18731.45,63102.99,18743.35,63128.83,3168.749999999909,-3168.749999999909,2023-06-15 13:29:00,1048.250000000644,2023-06-15 09:55:00,6.168337023370294,2023-06-15 09:19:00,-6.168337023370294,2023-06-15 09:19:00,-1283.4999999989122,0.0,-1283.4999999989122,11.899999999997817,25.840000000003783,325,100,2023-06-15,2023-06-15,-0.40428536128251225,0.40428536128251225,269.0
51,5.0,2023-07-04 09:15:00,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,6.6760834247185965,6.6760834247185965,True,2023-07-04 09:57:00,2023-07-04 09:57:00,SETTLED,42,42,0.112,19396.05,65513.46,19319.95,65224.78,1393.5000000003129,-1393.5000000003129,2023-07-04 09:19:00,4135.500000000502,2023-07-04 09:57:00,6.886744832186941,2023-07-04 09:16:00,6.886744832186941,2023-07-04 09:16:00,4135.500000000502,0.0,4135.500000000502,-76.09999999999854,-288.6800000000003,325,100,2023-07-04,2023-07-04,0.39481669511413936,0.39481669511413936,42.0
52,5.0,2023-07-18 09:15:00,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,5.912176264251645,5.912176264251645,True,2023-07-18 11:42:00,2023-07-18 11:42:00,SETTLED,147,147,0.392,19788.95,66918.69,19724.55,66682.55,964.4999999997708,-964.4999999997708,2023-07-18 11:33:00,5930.750000000171,2023-07-18 10:09:00,5.912176264251645,2023-07-18 09:15:00,5.912176264251645,2023-07-18 09:15:00,2683.999999999469,0.0,2683.999999999469,-64.40000000000146,-236.13999999999942,325,100,2023-07-18,2023-07-18,0.4940237913055102,0.4940237913055102,147.0
53,5.0,2023-08-09 09:15:00,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,-6.426913889074509,6.426913889074509,True,2023-08-09 11:43:00,2023-08-09 11:43:00,SETTLED,148,148,0.39466666666666667,19546.15,65719.14,19488.85,65533.11,2794.7499999991123,-2794.7499999991123,2023-08-09 09:49:00,922.500000000764,2023-08-09 09:18:00,6.426913889074509,2023-08-09 09:15:00,-6.426913889074509,2023-08-09 09:15:00,19.50000000106229,0.0,19.50000000106229,-57.30000000000291,-186.02999999999884,325,100,2023-08-09,2023-08-09,-0.44308297841894617,0.44308297841894617,148.0
54,5.0,2023-08-22 09:17:00,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,-5.193926925035166,5.193926925035166,True,2023-08-22 10:23:00,2023-08-22 10:23:00,SETTLED,66,66,0.176,19414.1,65258.62,19412.7,65277.02,1491.2500000009459,-1491.2500000009459,2023-08-22 09:20:00,2294.9999999987085,2023-08-22 10:23:00,6.291180789092211,2023-08-22 09:20:00,-6.291180789092211,2023-08-22 09:20:00,2294.9999999987085,0.0,2294.9999999987085,-1.3999999999978172,18.39999999999418,325,100,2023-08-22,2023-08-22,-0.4044913612394683,0.4044913612394683,66.0
55,5.0,2023-08-23 09:16:00,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,-7.5716156719888215,7.5716156719888215,True,2023-08-23 10:38:00,2023-08-23 10:38:00,SETTLED,82,82,0.21866666666666668,19411.95,65224.29,19385.15,65176.91,0.0,0.0,2023-08-23 09:16:00,3972.0000000000255,2023-08-23 10:38:00,7.5716156719888215,2023-08-23 09:16:00,-7.5716156719888215,2023-08-23 09:16:00,3972.0000000000255,0.0,3972.0000000000255,-26.799999999999272,-47.37999999999738,325,100,2023-08-23,2023-08-23,-0.31818997750608713,0.31818997750608713,82.0
56,5.0,2023-08-25 09:15:00,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,-8.691870547042818,8.691870547042818,True,2023-08-25 09:45:00,2023-08-25 09:45:00,SETTLED,30,30,0.08,19269.25,64826.9,19322.95,65067.24,646.4999999994689,-646.4999999994689,2023-08-25 09:34:00,6581.499999999414,2023-08-25 09:45:00,8.691870547042818,2023-08-25 09:15:00,-8.691870547042818,2023-08-25 09:15:00,6581.499999999414,0.0,6581.499999999414,53.70000000000073,240.3399999999965,325,100,2023-08-25,2023-08-25,0.279407149656487,0.279407149656487,30.0
57,5.0,2023-08-28 15:29:00,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,-5.1290560831802114,5.1290560831802114,True,2023-08-29 09:17:00,2023-08-29 09:17:00,SETTLED,3,3,0.008,19302.65,64958.29,19337.65,65109.31,0.0,0.0,2023-08-28 15:29:00,4654.000000001179,2023-08-29 09:16:00,5.1290560831802114,2023-08-28 15:29:00,-5.1290560831802114,2023-08-28 15:29:00,3726.99999999968,0.0,3726.99999999968,35.0,151.0199999999968,325,100,2023-08-28,2023-08-28,-0.402490133155832,0.402490133155832,1068.0
58,5.0,2023-08-30 09:16:00,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,5.4966599928442275,5.4966599928442275,True,2023-08-30 11:17:00,2023-08-30 11:17:00,SETTLED,121,121,0.32266666666666666,19424.95,65378.83,19449.95,65439.81,850.0000000002728,-850.0000000002728,2023-08-30 10:15:00,2027.0000000004075,2023-08-30 11:17:00,5.4966599928442275,2023-08-30 09:16:00,5.4966599928442275,2023-08-30 09:16:00,2027.0000000004075,0.0,2027.0000000004075,25.0,60.979999999995925,325,100,2023-08-30,2023-08-30,0.37384811145443686,0.37384811145443686,121.0
59,5.0,2023-09-01 09:15:00,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,-5.253761894066008,5.253761894066008,True,2023-09-01 11:06:00,2023-09-01 11:06:00,SETTLED,111,111,0.296,19269.35,64845.78,19344.25,65081.65,3637.000000000353,-3637.000000000353,2023-09-01 10:50:00,1034.499999999116,2023-09-01 09:17:00,5.253761894066008,2023-09-01 09:15:00,-5.253761894066008,2023-09-01 09:15:00,-755.500000000211,0.0,-755.500000000211,74.90000000000146,235.87000000000262,325,100,2023-09-01,2023-09-01,-0.45419838245719024,0.45419838245719024,111.0
60,5.0,2023-09-12 09:15:00,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,5.996748369712953,5.996748369712953,True,2023-09-12 10:57:00,2023-09-12 10:57:00,SETTLED,102,102,0.272,20078.35,67436.28,19994.7,67159.91,5599.499999999985,-5599.499999999985,2023-09-12 09:52:00,1327.7499999996508,2023-09-12 09:21:00,6.15649105629886,2023-09-12 09:16:00,6.15649105629886,2023-09-12 09:16:00,450.75000000024374,0.0,450.75000000024374,-83.64999999999782,-276.36999999999534,325,100,2023-09-12,2023-09-12,0.4396707381077052,0.4396707381077052,102.0
61,5.0,2023-09-18 09:16:00,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,-5.191467312655407,5.191467312655407,True,2023-09-18 11:12:00,2023-09-18 11:12:00,SETTLED,116,116,0.30933333333333335,20130.4,67578.04,20175.85,67740.95,1097.9999999994106,-1097.9999999994106,2023-09-18 10:58:00,2709.000000000651,2023-09-18 09:45:00,5.191467312655407,2023-09-18 09:16:00,-5.191467312655407,2023-09-18 09:16:00,1519.7500000012951,0.0,1519.7500000012951,45.44999999999709,162.9100000000035,325,100,2023-09-18,2023-09-18,-0.4440930711723616,0.4440930711723616,116.0
62,5.0,2023-09-20 09:15:00,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,-9.038827480449983,9.038827480449983,True,2023-09-20 12:44:00,2023-09-20 12:44:00,SETTLED,209,209,0.5573333333333333,19989.85,67092.23,19953.15,66972.05,2338.249999999425,-2338.249999999425,2023-09-20 12:36:00,3214.7500000004584,2023-09-20 09:17:00,9.038827480449983,2023-09-20 09:15:00,-9.038827480449983,2023-09-20 09:15:00,-90.50000000024738,0.0,-90.50000000024738,-36.69999999999709,-120.17999999999302,325,100,2023-09-20,2023-09-20,-0.2828306610189149,0.2828306610189149,209.0
63,5.0,2023-09-21 09:15:00,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,-9.189595363618125,9.189595363618125,True,2023-09-21 12:41:00,2023-09-21 12:41:00,SETTLED,206,206,0.5493333333333333,19839.95,66548.06,19735.2,66206.74,3804.2500000004075,-3804.2500000004075,2023-09-21 12:14:00,2468.75,2023-09-21 09:21:00,9.189595363618125,2023-09-21 09:15:00,-9.189595363618125,2023-09-21 09:15:00,-88.2499999992433,0.0,-88.2499999992433,-104.75,-341.31999999999243,325,100,2023-09-21,2023-09-21,-0.28088076470603157,0.28088076470603157,206.0
64,5.0,2023-09-27 09:15:00,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,-5.935622921052269,5.935622921052269,True,2023-09-27 11:10:00,2023-09-27 11:10:00,SETTLED,115,115,0.30666666666666664,19621.75,65782.45,19616.45,65767.24,2857.749999999305,-2857.749999999305,2023-09-27 10:04:00,2065.7500000002983,2023-09-27 09:17:00,5.935622921052269,2023-09-27 09:15:00,-5.935622921052269,2023-09-27 09:15:00,201.50000000057844,0.0,201.50000000057844,-5.299999999999272,-15.209999999991851,325,100,2023-09-27,2023-09-27,-0.37049425361458516,0.37049425361458516,115.0
65,5.0,2023-10-04 09:15:00,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,-7.389452227839381,7.389452227839381,True,2023-10-04 12:01:00,2023-10-04 12:01:00,SETTLED,166,166,0.44266666666666665,19405.25,65092.6,19364.4,64965.4,3241.2499999998545,-3241.2499999998545,2023-10-04 11:18:00,1506.999999999789,2023-10-04 10:35:00,7.389452227839381,2023-10-04 09:15:00,-7.389452227839381,2023-10-04 09:15:00,556.2499999998181,0.0,556.2499999998181,-40.849999999998545,-127.19999999999709,325,100,2023-10-04,2023-10-04,-0.38089171266990324,0.38089171266990324,166.0
66,5.0,2023-10-13 09:15:00,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,-5.719354958433985,5.719354958433985,True,2023-10-13 10:36:00,2023-10-13 10:36:00,SETTLED,81,81,0.216,19676.7,66005.88,19693.85,66067.15,5453.500000000167,-5453.500000000167,2023-10-13 09:24:00,553.2499999996617,2023-10-13 10:36:00,7.903489588792469,2023-10-13 09:17:00,-7.903489588792469,2023-10-13 09:17:00,553.2499999996617,0.0,553.2499999996617,17.149999999997817,61.26999999998952,325,100,2023-10-13,2023-10-13,-0.43987950381843643,0.43987950381843643,81.0
67,5.0,2023-10-19 09:15:00,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,-10.06470462343587,10.06470462343587,True,2023-10-19 11:30:00,2023-10-19 11:30:00,SETTLED,135,135,0.36,19558.65,65472.58,19645.3,65769.28,298.5000000000582,-298.5000000000582,2023-10-19 11:25:00,3888.2500000008804,2023-10-19 10:23:00,10.06470462343587,2023-10-19 09:15:00,-10.06470462343587,2023-10-19 09:15:00,1508.7500000004184,0.0,1508.7500000004184,86.64999999999782,296.6999999999971,325,100,2023-10-19,2023-10-19,-0.3221101088958976,0.3221101088958976,135.0
68,5.0,2023-10-20 13:18:00,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,5.4925094032046555,5.4925094032046555,True,2023-10-20 13:19:00,2023-10-20 13:19:00,SETTLED,1,1,0.0026666666666666666,19561.7,65500.13,19563.6,65460.82,0.0,0.0,2023-10-20 13:18:00,4548.499999999058,2023-10-20 13:19:00,5.4925094032046555,2023-10-20 13:18:00,5.4925094032046555,2023-10-20 13:18:00,4548.499999999058,0.0,4548.499999999058,1.8999999999978172,-39.30999999999767,325,100,2023-10-20,2023-10-20,-0.3012879346045619,0.3012879346045619,1.0
69,5.0,2023-10-20 13:32:00,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,5.909218479589657,5.909218479589657,True,2023-10-20 13:34:00,2023-10-20 13:34:00,SETTLED,2,2,0.005333333333333333,19539.8,65446.31,19542.0,65396.71,0.0,0.0,2023-10-20 13:32:00,5675.000000000091,2023-10-20 13:34:00,5.909218479589657,2023-10-20 13:32:00,5.909218479589657,2023-10-20 13:32:00,5675.000000000091,0.0,5675.000000000091,2.2000000000007276,-49.599999999998545,325,100,2023-10-20,2023-10-20,-0.1589476212863439,0.1589476212863439,2.0
70,5.0,2023-11-01 09:15:00,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,-5.148968206552147,5.148968206552147,True,2023-11-01 11:01:00,2023-11-01 11:01:00,SETTLED,106,106,0.2826666666666667,19037.3,63700.21,19054.25,63777.9,931.99999999988,-931.99999999988,2023-11-01 09:43:00,2260.2499999999964,2023-11-01 11:01:00,5.148968206552147,2023-11-01 09:15:00,-5.148968206552147,2023-11-01 09:15:00,2260.2499999999964,0.0,2260.2499999999964,16.950000000000728,77.69000000000233,325,100,2023-11-01,2023-11-01,-0.47176670071525906,0.47176670071525906,106.0
71,5.0,2023-11-16 15:12:00,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,-5.381126886830442,5.381126886830442,True,2023-11-17 11:11:00,2023-11-17 11:11:00,SETTLED,134,134,0.35733333333333334,19746.15,65914.13,19779.4,65977.12,11806.000000000222,-11806.000000000222,2023-11-17 10:49:00,2391.4999999993597,2023-11-16 15:14:00,7.397817338465162,2023-11-17 09:15:00,-7.397817338465162,2023-11-17 09:15:00,-4507.250000000931,0.0,-4507.250000000931,33.25,62.98999999999069,325,100,2023-11-16,2023-11-16,-0.4869343080561315,0.4869343080561315,1199.0
72,5.0,2023-12-08 09:53:00,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,5.447574158409678,5.447574158409678,True,2023-12-08 12:18:00,2023-12-08 12:18:00,SETTLED,145,145,0.38666666666666666,20991.9,69838.29,20963.35,69757.25,7950.75000000088,-7950.75000000088,2023-12-08 12:17:00,2524.2499999989377,2023-12-08 09:55:00,5.447574158409678,2023-12-08 09:53:00,5.447574158409678,2023-12-08 09:53:00,-1174.7500000015862,0.0,-1174.7500000015862,-28.55000000000291,-81.0399999999936,325,100,2023-12-08,2023-12-08,0.4849002636204127,0.4849002636204127,145.0
73,5.0,2023-12-14 09:15:00,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,7.111189055290751,7.111189055290751,True,2023-12-14 12:05:00,2023-12-14 12:05:00,SETTLED,170,170,0.4533333333333333,21094.05,70161.02,21156.85,70408.44,8051.999999999407,-8051.999999999407,2023-12-14 10:37:00,0.0,2023-12-14 09:15:00,8.643761698382118,2023-12-14 09:16:00,8.643761698382118,2023-12-14 09:16:00,-4332.000000000062,0.0,-4332.000000000062,62.79999999999927,247.41999999999825,325,100,2023-12-14,2023-12-14,0.43797712111212395,0.43797712111212395,170.0
74,5.0,2024-01-03 09:15:00,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,-6.059906247442368,6.059906247442368,True,2024-01-03 10:40:00,2024-01-03 10:40:00,SETTLED,85,85,0.22666666666666666,21616.65,71686.3,21558.2,71547.69,2727.7499999996508,-2727.7499999996508,2024-01-03 10:14:00,5135.250000000178,2024-01-03 10:40:00,6.059906247442368,2024-01-03 09:15:00,-6.059906247442368,2024-01-03 09:15:00,5135.250000000178,0.0,5135.250000000178,-58.45000000000073,-138.61000000000058,325,100,2024-01-03,2024-01-03,0.17071106368538194,0.17071106368538194,85.0
75,5.0,2024-01-12 09:15:00,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,6.521574486147705,6.521574486147705,True,2024-01-12 11:53:00,2024-01-12 11:53:00,SETTLED,158,158,0.42133333333333334,21728.55,72037.64,21836.35,72374.19,4833.749999999418,-4833.749999999418,2024-01-12 11:43:00,2961.250000000473,2024-01-12 09:23:00,6.521574486147705,2024-01-12 09:15:00,6.521574486147705,2024-01-12 09:15:00,1379.9999999994761,0.0,1379.9999999994761,107.79999999999927,336.5500000000029,325,100,2024-01-12,2024-01-12,0.4364801470115561,0.4364801470115561,158.0
76,5.0,2024-01-17 09:15:00,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,-10.119031497088228,10.119031497088228,True,2024-01-17 13:53:00,2024-01-17 13:53:00,SETTLED,278,278,0.7413333333333333,21781.45,72246.5,21661.5,71814.11,7503.499999999709,-7503.499999999709,2024-01-17 13:18:00,3245.249999999942,2024-01-17 09:16:00,10.119031497088228,2024-01-17 09:15:00,-10.119031497088228,2024-01-17 09:15:00,-4255.249999999709,0.0,-4255.249999999709,-119.95000000000073,-432.3899999999994,325,100,2024-01-17,2024-01-17,-0.41390477293979444,0.41390477293979444,278.0
77,5.0,2024-01-18 09:16:00,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,-6.0431642241501,6.0431642241501,True,2024-01-18 09:38:00,2024-01-18 09:38:00,SETTLED,22,22,0.058666666666666666,21414.1,70955.07,21379.95,70939.2,0.0,0.0,2024-01-18 09:16:00,9511.749999998301,2024-01-18 09:38:00,6.0431642241501,2024-01-18 09:16:00,-6.0431642241501,2024-01-18 09:16:00,9511.749999998301,0.0,9511.749999998301,-34.14999999999782,-15.870000000009895,325,100,2024-01-18,2024-01-18,-0.18035961698168582,0.18035961698168582,22.0
78,5.0,2024-01-19 09:15:00,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,5.442673722586316,5.442673722586316,True,2024-01-19 11:00:00,2024-01-19 11:00:00,SETTLED,105,105,0.28,21614.95,71758.48,21618.65,71703.76,0.0,0.0,2024-01-19 09:15:00,6751.999999999407,2024-01-19 10:22:00,5.442673722586316,2024-01-19 09:15:00,5.442673722586316,2024-01-19 09:15:00,6674.500000000353,0.0,6674.500000000353,3.7000000000007276,-54.720000000001164,325,100,2024-01-19,2024-01-19,0.46291831643157794,0.46291831643157794,105.0
79,5.0,2024-01-24 09:15:00,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,-6.403421543633647,6.403421543633647,True,2024-01-24 09:56:00,2024-01-24 09:56:00,SETTLED,41,41,0.10933333333333334,21217.8,70251.67,21343.4,70691.4,653.7499999991269,-653.7499999991269,2024-01-24 09:23:00,3940.749999999116,2024-01-24 09:51:00,6.403421543633647,2024-01-24 09:15:00,-6.403421543633647,2024-01-24 09:15:00,3152.9999999988795,0.0,3152.9999999988795,125.60000000000218,439.7299999999959,325,100,2024-01-24,2024-01-24,-0.4590303708777634,0.4590303708777634,41.0
80,5.0,2024-01-31 09:17:00,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,-5.148489646732602,5.148489646732602,True,2024-01-31 09:50:00,2024-01-31 09:50:00,SETTLED,33,33,0.088,21466.0,70917.78,21571.55,71278.63,3730.249999998887,-3730.249999998887,2024-01-31 09:32:00,1781.250000000815,2024-01-31 09:50:00,6.135603181536189,2024-01-31 09:19:00,-6.135603181536189,2024-01-31 09:19:00,1781.250000000815,0.0,1781.250000000815,105.54999999999927,360.8500000000058,325,100,2024-01-31,2024-01-31,-0.4418995102550315,0.4418995102550315,33.0
81,5.0,2024-02-14 09:15:00,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,-5.9849014444945965,5.9849014444945965,True,2024-02-14 10:57:00,2024-02-14 10:57:00,SETTLED,102,102,0.272,21562.65,70927.37,21645.85,71203.3,3624.999999998181,-3624.999999998181,2024-02-14 09:42:00,738.5000000002947,2024-02-14 10:40:00,5.9849014444945965,2024-02-14 09:15:00,-5.9849014444945965,2024-02-14 09:15:00,553.0000000017026,0.0,553.0000000017026,83.19999999999709,275.93000000000757,325,100,2024-02-14,2024-02-14,-0.4621217101437785,0.4621217101437785,102.0
82,5.0,2024-03-20 09:28:00,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,5.822301488266118,5.822301488266118,True,2024-03-20 10:09:00,2024-03-20 10:09:00,SETTLED,41,41,0.10933333333333334,21842.6,72150.39,21785.95,71933.54,0.0,0.0,2024-03-20 09:28:00,3764.4999999999527,2024-03-20 09:40:00,5.822301488266118,2024-03-20 09:28:00,5.822301488266118,2024-03-20 09:28:00,3273.7500000012915,0.0,3273.7500000012915,-56.64999999999782,-216.85000000000582,325,100,2024-03-20,2024-03-20,0.13759041713052503,0.13759041713052503,41.0
83,5.0,2024-04-02 09:16:00,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,-5.962031727414548,5.962031727414548,True,2024-04-02 09:43:00,2024-04-02 09:43:00,SETTLED,27,27,0.072,22440.8,73891.77,22481.7,74064.72,1990.7500000001164,-1990.7500000001164,2024-04-02 09:19:00,4002.499999999236,2024-04-02 09:43:00,6.652708234136772,2024-04-02 09:18:00,-6.652708234136772,2024-04-02 09:18:00,4002.499999999236,0.0,4002.499999999236,40.900000000001455,172.9499999999971,325,100,2024-04-02,2024-04-02,-0.23031859822728967,0.23031859822728967,27.0
84,5.0,2024-04-04 09:16:00,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,5.8997704290268675,5.8997704290268675,True,2024-04-04 10:12:00,2024-04-04 10:12:00,SETTLED,56,56,0.14933333333333335,22579.55,74379.62,22422.5,73873.81,3872.7500000001783,-3872.7500000001783,2024-04-04 09:32:00,1469.5000000002437,2024-04-04 09:19:00,5.962076621283569,2024-04-04 09:21:00,5.962076621283569,2024-04-04 09:21:00,-460.25,0.0,-460.25,-157.04999999999927,-505.8099999999977,325,100,2024-04-04,2024-04-04,0.4696729035025286,0.4696729035025286,56.0
85,5.0,2024-04-12 09:51:00,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,-5.482083242673642,5.482083242673642,True,2024-04-12 11:21:00,2024-04-12 11:21:00,SETTLED,90,90,0.24,22658.15,74680.23,22681.15,74768.85,3181.499999998414,-3181.499999998414,2024-04-12 10:12:00,3412.5,2024-04-12 09:52:00,5.482083242673642,2024-04-12 09:51:00,-5.482083242673642,2024-04-12 09:51:00,1387.0000000009895,0.0,1387.0000000009895,23.0,88.6200000000099,325,100,2024-04-12,2024-04-12,-0.46066001185848166,0.46066001185848166,90.0
