watch_event_id,threshold_abs_z,watch_time,watch_date,watch_trading_date,watch_z,watch_abs_z,watch_side_if_entered,entered,skip_reason,entry_time,entry_z,entry_abs_z,entry_delay_bars,extreme_time_before_entry,extreme_z_before_entry,extreme_abs_z_before_entry,scan_end_time,reversal_confirm_bars_required,reversal_delta_z_required,enable_entry_time_filter,entry_start_time,last_entry_time
616,3.0,2024-06-13 14:57:00,2024-06-13,2024-06-13,-3.870209274786513,3.870209274786513,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,True,,2024-06-13 14:59:00,-2.8539420548785754,2.8539420548785754,2.0,2024-06-13 14:57:00,-3.870209274786513,3.870209274786513,2024-06-13 14:59:00,2,0.25,True,09:30,15:15
617,3.0,2024-06-18 09:47:00,2024-06-18,2024-06-18,3.6833151587255357,3.6833151587255357,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,True,,2024-06-18 09:50:00,3.2006888891919556,3.2006888891919556,3.0,2024-06-18 09:48:00,3.8272495169284153,3.8272495169284153,2024-06-18 09:50:00,2,0.25,True,09:30,15:15
618,3.0,2024-06-19 09:18:00,2024-06-19,2024-06-19,4.236114236117693,4.236114236117693,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,False,NO_ENTRY_TIME_FILTER,,,,,2024-06-19 09:25:00,5.563314459181797,5.563314459181797,2024-06-19 09:27:00,2,0.25,True,09:30,15:15
619,3.0,2024-06-19 09:54:00,2024-06-19,2024-06-19,3.18945015404501,3.18945015404501,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,True,,2024-06-19 09:59:00,2.82510160546416,2.82510160546416,5.0,2024-06-19 09:57:00,3.4692318755624245,3.4692318755624245,2024-06-19 09:59:00,2,0.25,True,09:30,15:15
620,3.0,2024-06-21 09:31:00,2024-06-21,2024-06-21,-3.361260314411013,3.361260314411013,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,True,,2024-06-21 09:33:00,-0.7806805688698062,0.7806805688698062,2.0,2024-06-21 09:31:00,-3.361260314411013,3.361260314411013,2024-06-21 09:33:00,2,0.25,True,09:30,15:15
621,3.0,2024-06-21 09:43:00,2024-06-21,2024-06-21,-4.787859527649024,4.787859527649024,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,True,,2024-06-21 09:47:00,-3.807965449241351,3.807965449241351,4.0,2024-06-21 09:43:00,-4.787859527649024,4.787859527649024,2024-06-21 09:47:00,2,0.25,True,09:30,15:15
622,3.0,2024-06-25 09:53:00,2024-06-25,2024-06-25,3.001054863087722,3.001054863087722,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,True,,2024-06-25 09:57:00,1.4619204646173893,1.4619204646173893,4.0,2024-06-25 09:53:00,3.001054863087722,3.001054863087722,2024-06-25 09:57:00,2,0.25,True,09:30,15:15
623,3.0,2024-06-28 12:21:00,2024-06-28,2024-06-28,-3.191535827534523,3.191535827534523,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,True,,2024-06-28 12:28:00,-2.1900149794581822,2.1900149794581822,7.0,2024-06-28 12:23:00,-3.412189600136618,3.412189600136618,2024-06-28 12:28:00,2,0.25,True,09:30,15:15
624,3.0,2024-06-28 15:01:00,2024-06-28,2024-06-28,-3.195620504550233,3.195620504550233,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,True,,2024-06-28 15:03:00,-2.332420597141314,2.332420597141314,2.0,2024-06-28 15:01:00,-3.195620504550233,3.195620504550233,2024-06-28 15:03:00,2,0.25,True,09:30,15:15
625,3.0,2024-07-02 12:18:00,2024-07-02,2024-07-02,3.325843570290858,3.325843570290858,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,True,,2024-07-02 12:25:00,1.3997857848313195,1.3997857848313195,7.0,2024-07-02 12:18:00,3.325843570290858,3.325843570290858,2024-07-02 12:25:00,2,0.25,True,09:30,15:15
626,3.0,2024-07-02 13:12:00,2024-07-02,2024-07-02,3.3174981351872797,3.3174981351872797,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,True,,2024-07-02 13:14:00,1.5475225645636783,1.5475225645636783,2.0,2024-07-02 13:12:00,3.3174981351872797,3.3174981351872797,2024-07-02 13:14:00,2,0.25,True,09:30,15:15
627,3.0,2024-07-03 09:15:00,2024-07-03,2024-07-03,4.433095633167405,4.433095633167405,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,False,NO_ENTRY_TIME_FILTER,,,,,2024-07-03 09:15:00,4.433095633167405,4.433095633167405,2024-07-03 09:17:00,2,0.25,True,09:30,15:15
628,3.0,2024-07-03 09:20:00,2024-07-03,2024-07-03,4.582026108503714,4.582026108503714,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,False,NO_ENTRY_TIME_FILTER,,,,,2024-07-03 09:22:00,5.342683262810195,5.342683262810195,2024-07-03 09:24:00,2,0.25,True,09:30,15:15
629,3.0,2024-07-03 09:28:00,2024-07-03,2024-07-03,3.058056735847789,3.058056735847789,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,True,,2024-07-03 09:33:00,2.7157216035821268,2.7157216035821268,5.0,2024-07-03 09:31:00,3.506725688594705,3.506725688594705,2024-07-03 09:33:00,2,0.25,True,09:30,15:15
630,3.0,2024-07-04 09:18:00,2024-07-04,2024-07-04,3.200396828802573,3.200396828802573,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,False,NO_ENTRY_TIME_FILTER,,,,,2024-07-04 09:26:00,3.576569094692908,3.576569094692908,2024-07-04 09:28:00,2,0.25,True,09:30,15:15
631,3.0,2024-07-04 09:30:00,2024-07-04,2024-07-04,3.1922233445120605,3.1922233445120605,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,True,,2024-07-04 09:35:00,3.018982027459108,3.018982027459108,5.0,2024-07-04 09:31:00,3.8480841156419414,3.8480841156419414,2024-07-04 09:35:00,2,0.25,True,09:30,15:15
632,3.0,2024-07-05 09:15:00,2024-07-05,2024-07-05,-6.670826636190239,6.670826636190239,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,False,NO_ENTRY_TIME_FILTER,,,,,2024-07-05 09:17:00,-7.435814717238936,7.435814717238936,2024-07-05 09:19:00,2,0.25,True,09:30,15:15
633,3.0,2024-07-05 09:45:00,2024-07-05,2024-07-05,-3.252506046988821,3.252506046988821,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,True,,2024-07-05 09:47:00,-2.9012396273673984,2.9012396273673984,2.0,2024-07-05 09:45:00,-3.252506046988821,3.252506046988821,2024-07-05 09:47:00,2,0.25,True,09:30,15:15
634,3.0,2024-07-09 15:29:00,2024-07-09,2024-07-09,-4.260658158526388,4.260658158526388,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,False,NO_ENTRY_TIME_FILTER,,,,,2024-07-10 09:17:00,-4.398261405929767,4.398261405929767,2024-07-10 09:19:00,2,0.25,True,09:30,15:15
635,3.0,2024-07-10 09:49:00,2024-07-10,2024-07-10,-3.201586380816493,3.201586380816493,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,True,,2024-07-10 09:51:00,-2.443567527600022,2.443567527600022,2.0,2024-07-10 09:49:00,-3.201586380816493,3.201586380816493,2024-07-10 09:51:00,2,0.25,True,09:30,15:15
636,3.0,2024-07-11 10:16:00,2024-07-11,2024-07-11,-3.04506916244571,3.04506916244571,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,True,,2024-07-11 10:21:00,-1.9066148355763262,1.9066148355763262,5.0,2024-07-11 10:17:00,-3.86213374395542,3.86213374395542,2024-07-11 10:21:00,2,0.25,True,09:30,15:15
637,3.0,2024-07-12 09:31:00,2024-07-12,2024-07-12,3.1008202473509408,3.1008202473509408,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,True,,2024-07-12 09:35:00,1.2539961968918614,1.2539961968918614,4.0,2024-07-12 09:31:00,3.1008202473509408,3.1008202473509408,2024-07-12 09:35:00,2,0.25,True,09:30,15:15
638,3.0,2024-07-12 10:53:00,2024-07-12,2024-07-12,3.548806703176194,3.548806703176194,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,True,,2024-07-12 11:03:00,5.651878810770264,5.651878810770264,10.0,2024-07-12 11:01:00,6.2531810819992275,6.2531810819992275,2024-07-12 11:03:00,2,0.25,True,09:30,15:15
639,3.0,2024-07-16 13:39:00,2024-07-16,2024-07-16,-3.317546112696041,3.317546112696041,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,True,,2024-07-16 13:41:00,-2.258708703777926,2.258708703777926,2.0,2024-07-16 13:39:00,-3.317546112696041,3.317546112696041,2024-07-16 13:41:00,2,0.25,True,09:30,15:15
640,3.0,2024-07-19 09:21:00,2024-07-19,2024-07-19,3.1942596389168956,3.1942596389168956,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,False,NO_ENTRY_TIME_FILTER,,,,,2024-07-19 09:21:00,3.1942596389168956,3.1942596389168956,2024-07-19 09:26:00,2,0.25,True,09:30,15:15
641,3.0,2024-07-19 09:27:00,2024-07-19,2024-07-19,3.8707333436151043,3.8707333436151043,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,False,NO_ENTRY_TIME_FILTER,,,,,2024-07-19 09:27:00,3.8707333436151043,3.8707333436151043,2024-07-19 09:29:00,2,0.25,True,09:30,15:15
642,3.0,2024-07-19 09:33:00,2024-07-19,2024-07-19,3.506487293921032,3.506487293921032,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,True,,2024-07-19 09:35:00,0.8767818417513563,0.8767818417513563,2.0,2024-07-19 09:33:00,3.506487293921032,3.506487293921032,2024-07-19 09:35:00,2,0.25,True,09:30,15:15
643,3.0,2024-07-23 10:53:00,2024-07-23,2024-07-23,3.0541696268758307,3.0541696268758307,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,True,,2024-07-23 10:55:00,2.5928255870222388,2.5928255870222388,2.0,2024-07-23 10:53:00,3.0541696268758307,3.0541696268758307,2024-07-23 10:55:00,2,0.25,True,09:30,15:15
644,3.0,2024-07-23 13:00:00,2024-07-23,2024-07-23,-3.573306651857905,3.573306651857905,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,True,,2024-07-23 13:04:00,-2.333810170365129,2.333810170365129,4.0,2024-07-23 13:00:00,-3.573306651857905,3.573306651857905,2024-07-23 13:04:00,2,0.25,True,09:30,15:15
645,3.0,2024-07-26 09:15:00,2024-07-26,2024-07-26,-3.60732447257285,3.60732447257285,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,False,NO_ENTRY_TIME_FILTER,,,,,2024-07-26 09:15:00,-3.60732447257285,3.60732447257285,2024-07-26 09:17:00,2,0.25,True,09:30,15:15
646,3.0,2024-07-26 09:58:00,2024-07-26,2024-07-26,-3.1622517197551865,3.1622517197551865,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,True,,2024-07-26 10:00:00,-1.0763573596828784,1.0763573596828784,2.0,2024-07-26 09:58:00,-3.1622517197551865,3.1622517197551865,2024-07-26 10:00:00,2,0.25,True,09:30,15:15
647,3.0,2024-07-29 09:19:00,2024-07-29,2024-07-29,3.152277149986163,3.152277149986163,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,False,NO_ENTRY_TIME_FILTER,,,,,2024-07-29 09:19:00,3.152277149986163,3.152277149986163,2024-07-29 09:21:00,2,0.25,True,09:30,15:15
648,3.0,2024-07-29 09:23:00,2024-07-29,2024-07-29,3.3317767106674694,3.3317767106674694,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,False,NO_ENTRY_TIME_FILTER,,,,,2024-07-29 09:23:00,3.3317767106674694,3.3317767106674694,2024-07-29 09:25:00,2,0.25,True,09:30,15:15
649,3.0,2024-07-29 09:32:00,2024-07-29,2024-07-29,3.1230044277239672,3.1230044277239672,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,True,,2024-07-29 09:38:00,2.900317042892206,2.900317042892206,6.0,2024-07-29 09:35:00,3.4572731997295625,3.4572731997295625,2024-07-29 09:38:00,2,0.25,True,09:30,15:15
650,3.0,2024-08-01 09:31:00,2024-08-01,2024-08-01,3.135978980247551,3.135978980247551,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,True,,2024-08-01 09:33:00,1.1861764240146442,1.1861764240146442,2.0,2024-08-01 09:31:00,3.135978980247551,3.135978980247551,2024-08-01 09:33:00,2,0.25,True,09:30,15:15
651,3.0,2024-08-01 10:07:00,2024-08-01,2024-08-01,-3.6333423383694203,3.6333423383694203,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,True,,2024-08-01 10:13:00,-2.2017513662062362,2.2017513662062362,6.0,2024-08-01 10:07:00,-3.6333423383694203,3.6333423383694203,2024-08-01 10:13:00,2,0.25,True,09:30,15:15
652,3.0,2024-08-02 09:15:00,2024-08-02,2024-08-02,-3.851060414666522,3.851060414666522,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,False,NO_ENTRY_TIME_FILTER,,,,,2024-08-02 09:15:00,-3.851060414666522,3.851060414666522,2024-08-02 09:20:00,2,0.25,True,09:30,15:15
653,3.0,2024-08-02 10:16:00,2024-08-02,2024-08-02,-3.4691822698714128,3.4691822698714128,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,True,,2024-08-02 10:18:00,-1.2866621672143694,1.2866621672143694,2.0,2024-08-02 10:16:00,-3.4691822698714128,3.4691822698714128,2024-08-02 10:18:00,2,0.25,True,09:30,15:15
654,3.0,2024-08-02 15:06:00,2024-08-02,2024-08-02,3.185703430064001,3.185703430064001,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,False,NO_ENTRY_SETTLED_BEFORE_REVERSAL,,,,,2024-08-02 15:06:00,3.185703430064001,3.185703430064001,2024-08-02 15:07:00,2,0.25,True,09:30,15:15
655,3.0,2024-08-02 15:09:00,2024-08-02,2024-08-02,3.2949027208740826,3.2949027208740826,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,False,NO_ENTRY_SETTLED_BEFORE_REVERSAL,,,,,2024-08-02 15:09:00,3.2949027208740826,3.2949027208740826,2024-08-02 15:11:00,2,0.25,True,09:30,15:15
656,3.0,2024-08-02 15:13:00,2024-08-02,2024-08-02,3.476001560494158,3.476001560494158,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,True,,2024-08-02 15:15:00,2.165381301819674,2.165381301819674,2.0,2024-08-02 15:13:00,3.476001560494158,3.476001560494158,2024-08-02 15:15:00,2,0.25,True,09:30,15:15
657,3.0,2024-08-05 09:15:00,2024-08-05,2024-08-05,-5.64983856430964,5.64983856430964,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,False,NO_ENTRY_TIME_FILTER,,,,,2024-08-05 09:16:00,-6.432887203022162,6.432887203022162,2024-08-05 09:18:00,2,0.25,True,09:30,15:15
658,3.0,2024-08-05 09:22:00,2024-08-05,2024-08-05,-3.1514133946429745,3.1514133946429745,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,False,NO_ENTRY_TIME_FILTER,,,,,2024-08-05 09:27:00,-4.3124101728358974,4.3124101728358974,2024-08-05 09:29:00,2,0.25,True,09:30,15:15
659,3.0,2024-08-05 09:41:00,2024-08-05,2024-08-05,-3.163220258781683,3.163220258781683,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,True,,2024-08-05 09:43:00,-2.376338545309564,2.376338545309564,2.0,2024-08-05 09:41:00,-3.163220258781683,3.163220258781683,2024-08-05 09:43:00,2,0.25,True,09:30,15:15
660,3.0,2024-08-07 10:05:00,2024-08-07,2024-08-07,-3.094395038285051,3.094395038285051,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,True,,2024-08-07 10:21:00,-2.7637472075374334,2.7637472075374334,16.0,2024-08-07 10:16:00,-3.6291963644381418,3.6291963644381418,2024-08-07 10:21:00,2,0.25,True,09:30,15:15
661,3.0,2024-08-08 10:06:00,2024-08-08,2024-08-08,-4.320907525348136,4.320907525348136,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,False,NO_ENTRY_SETTLED_BEFORE_REVERSAL,,,,,2024-08-08 10:06:00,-4.320907525348136,4.320907525348136,2024-08-08 10:08:00,2,0.25,True,09:30,15:15
662,3.0,2024-08-08 11:20:00,2024-08-08,2024-08-08,3.5914333537253946,3.5914333537253946,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,True,,2024-08-08 11:22:00,3.078747521110859,3.078747521110859,2.0,2024-08-08 11:20:00,3.5914333537253946,3.5914333537253946,2024-08-08 11:22:00,2,0.25,True,09:30,15:15
663,3.0,2024-08-12 09:23:00,2024-08-12,2024-08-12,-3.144153234114527,3.144153234114527,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,False,NO_ENTRY_TIME_FILTER,,,,,2024-08-12 09:23:00,-3.144153234114527,3.144153234114527,2024-08-12 09:25:00,2,0.25,True,09:30,15:15
664,3.0,2024-08-12 11:00:00,2024-08-12,2024-08-12,3.4706456590081878,3.4706456590081878,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,True,,2024-08-12 11:03:00,2.2832560637023382,2.2832560637023382,3.0,2024-08-12 11:01:00,3.5524115372708858,3.5524115372708858,2024-08-12 11:03:00,2,0.25,True,09:30,15:15
665,3.0,2024-08-13 15:29:00,2024-08-13,2024-08-13,-3.2840294406938204,3.2840294406938204,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,False,NO_ENTRY_SETTLED_BEFORE_REVERSAL,,,,,2024-08-13 15:29:00,-3.2840294406938204,3.2840294406938204,2024-08-14 09:16:00,2,0.25,True,09:30,15:15
666,3.0,2024-08-14 11:38:00,2024-08-14,2024-08-14,3.503283397282957,3.503283397282957,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,True,,2024-08-14 11:40:00,2.834570211362098,2.834570211362098,2.0,2024-08-14 11:38:00,3.503283397282957,3.503283397282957,2024-08-14 11:40:00,2,0.25,True,09:30,15:15
667,3.0,2024-08-21 09:16:00,2024-08-21,2024-08-21,-3.1382784752341206,3.1382784752341206,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,False,NO_ENTRY_TIME_FILTER,,,,,2024-08-21 09:16:00,-3.1382784752341206,3.1382784752341206,2024-08-21 09:18:00,2,0.25,True,09:30,15:15
668,3.0,2024-08-21 09:19:00,2024-08-21,2024-08-21,-3.239833106711882,3.239833106711882,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,False,NO_ENTRY_TIME_FILTER,,,,,2024-08-21 09:20:00,-3.740446834040887,3.740446834040887,2024-08-21 09:22:00,2,0.25,True,09:30,15:15
669,3.0,2024-08-21 09:23:00,2024-08-21,2024-08-21,-3.5624088213809095,3.5624088213809095,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,True,,2024-08-21 09:30:00,-3.336950572285021,3.336950572285021,7.0,2024-08-21 09:28:00,-3.770757965844661,3.770757965844661,2024-08-21 09:30:00,2,0.25,True,09:30,15:15
670,3.0,2024-08-23 09:20:00,2024-08-23,2024-08-23,-3.6400341731296346,3.6400341731296346,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,False,NO_ENTRY_TIME_FILTER,,,,,2024-08-23 09:20:00,-3.6400341731296346,3.6400341731296346,2024-08-23 09:22:00,2,0.25,True,09:30,15:15
671,3.0,2024-08-23 09:43:00,2024-08-23,2024-08-23,-3.684513996474243,3.684513996474243,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,True,,2024-08-23 09:45:00,-2.3792887051858274,2.3792887051858274,2.0,2024-08-23 09:43:00,-3.684513996474243,3.684513996474243,2024-08-23 09:45:00,2,0.25,True,09:30,15:15
672,3.0,2024-08-23 10:15:00,2024-08-23,2024-08-23,-3.585969301752241,3.585969301752241,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,False,NO_ENTRY_SETTLED_BEFORE_REVERSAL,,,,,2024-08-23 10:15:00,-3.585969301752241,3.585969301752241,2024-08-23 10:21:00,2,0.25,True,09:30,15:15
673,3.0,2024-08-23 13:56:00,2024-08-23,2024-08-23,-3.754619437730322,3.754619437730322,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,False,NO_ENTRY_SIGN_FLIP_BEFORE_REVERSAL,,,,,2024-08-23 13:56:00,-3.754619437730322,3.754619437730322,2024-08-23 13:57:00,2,0.25,True,09:30,15:15
674,3.0,2024-08-23 14:52:00,2024-08-23,2024-08-23,-4.154188496849243,4.154188496849243,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,False,NO_ENTRY_SIGN_FLIP_BEFORE_REVERSAL,,,,,2024-08-23 14:52:00,-4.154188496849243,4.154188496849243,2024-08-23 14:53:00,2,0.25,True,09:30,15:15
675,3.0,2024-08-23 15:04:00,2024-08-23,2024-08-23,3.7613924278375803,3.7613924278375803,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,False,NO_ENTRY_SETTLED_BEFORE_REVERSAL,,,,,2024-08-23 15:04:00,3.7613924278375803,3.7613924278375803,2024-08-23 15:06:00,2,0.25,True,09:30,15:15
676,3.0,2024-08-23 15:09:00,2024-08-23,2024-08-23,3.4865344157123905,3.4865344157123905,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,False,NO_ENTRY_SETTLED_BEFORE_REVERSAL,,,,,2024-08-23 15:09:00,3.4865344157123905,3.4865344157123905,2024-08-23 15:12:00,2,0.25,True,09:30,15:15
677,3.0,2024-08-23 15:22:00,2024-08-23,2024-08-23,3.125356697858981,3.125356697858981,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,False,NO_ENTRY_TIME_FILTER,,,,,2024-08-26 09:16:00,4.95027702968954,4.95027702968954,2024-08-26 09:21:00,2,0.25,True,09:30,15:15
678,3.0,2024-08-26 09:25:00,2024-08-26,2024-08-26,3.0047410529417866,3.0047410529417866,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,True,,2024-08-26 09:35:00,3.9636756105908804,3.9636756105908804,10.0,2024-08-26 09:31:00,4.214901070591318,4.214901070591318,2024-08-26 09:35:00,2,0.25,True,09:30,15:15
679,3.0,2024-08-27 09:57:00,2024-08-27,2024-08-27,3.1923564471620436,3.1923564471620436,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,True,,2024-08-27 10:00:00,1.9186612816846542,1.9186612816846542,3.0,2024-08-27 09:58:00,3.6412500281213576,3.6412500281213576,2024-08-27 10:00:00,2,0.25,True,09:30,15:15
680,3.0,2024-08-28 10:18:00,2024-08-28,2024-08-28,-3.063458460106332,3.063458460106332,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,True,,2024-08-28 10:23:00,-0.766805198824629,0.766805198824629,5.0,2024-08-28 10:18:00,-3.063458460106332,3.063458460106332,2024-08-28 10:23:00,2,0.25,True,09:30,15:15
681,3.0,2024-08-28 10:57:00,2024-08-28,2024-08-28,-3.057338139623228,3.057338139623228,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,True,,2024-08-28 11:14:00,-1.017281514402158,1.017281514402158,17.0,2024-08-28 10:59:00,-3.2481231798124544,3.2481231798124544,2024-08-28 11:14:00,2,0.25,True,09:30,15:15
682,3.0,2024-08-28 14:30:00,2024-08-28,2024-08-28,-3.0082822674051,3.0082822674051,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,True,,2024-08-28 14:35:00,-2.0105457312632518,2.0105457312632518,5.0,2024-08-28 14:31:00,-3.0717761032132564,3.0717761032132564,2024-08-28 14:35:00,2,0.25,True,09:30,15:15
683,3.0,2024-08-29 09:35:00,2024-08-29,2024-08-29,-3.29016257386272,3.29016257386272,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,True,,2024-08-29 09:37:00,-1.8308563505898694,1.8308563505898694,2.0,2024-08-29 09:35:00,-3.29016257386272,3.29016257386272,2024-08-29 09:37:00,2,0.25,True,09:30,15:15
684,3.0,2024-08-29 10:13:00,2024-08-29,2024-08-29,3.1664955208920307,3.1664955208920307,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,True,,2024-08-29 10:15:00,2.5299557274638262,2.5299557274638262,2.0,2024-08-29 10:13:00,3.1664955208920307,3.1664955208920307,2024-08-29 10:15:00,2,0.25,True,09:30,15:15
685,3.0,2024-08-30 14:58:00,2024-08-30,2024-08-30,-4.300631640072699,4.300631640072699,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,True,,2024-08-30 15:00:00,-1.7803328637419902,1.7803328637419902,2.0,2024-08-30 14:58:00,-4.300631640072699,4.300631640072699,2024-08-30 15:00:00,2,0.25,True,09:30,15:15
686,3.0,2024-08-30 15:15:00,2024-08-30,2024-08-30,-3.023713747628626,3.023713747628626,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,False,NO_ENTRY_TIME_FILTER,,,,,2024-08-30 15:15:00,-3.023713747628626,3.023713747628626,2024-08-30 15:17:00,2,0.25,True,09:30,15:15
687,3.0,2024-09-03 15:12:00,2024-09-03,2024-09-03,3.1752184023862546,3.1752184023862546,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,True,,2024-09-03 15:14:00,2.3462696111759214,2.3462696111759214,2.0,2024-09-03 15:12:00,3.1752184023862546,3.1752184023862546,2024-09-03 15:14:00,2,0.25,True,09:30,15:15
688,3.0,2024-09-04 09:26:00,2024-09-04,2024-09-04,-3.0876124173583803,3.0876124173583803,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,False,NO_ENTRY_TIME_FILTER,,,,,2024-09-04 09:26:00,-3.0876124173583803,3.0876124173583803,2024-09-04 09:28:00,2,0.25,True,09:30,15:15
689,3.0,2024-09-04 09:33:00,2024-09-04,2024-09-04,-3.504486888609141,3.504486888609141,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,False,NO_ENTRY_SETTLED_BEFORE_REVERSAL,,,,,2024-09-04 09:33:00,-3.504486888609141,3.504486888609141,2024-09-04 09:38:00,2,0.25,True,09:30,15:15
690,3.0,2024-09-04 09:46:00,2024-09-04,2024-09-04,-3.7188935829908485,3.7188935829908485,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,True,,2024-09-04 09:48:00,-2.874294408427122,2.874294408427122,2.0,2024-09-04 09:46:00,-3.7188935829908485,3.7188935829908485,2024-09-04 09:48:00,2,0.25,True,09:30,15:15
691,3.0,2024-09-04 10:42:00,2024-09-04,2024-09-04,3.06060566262253,3.06060566262253,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,True,,2024-09-04 10:51:00,2.068349883542449,2.068349883542449,9.0,2024-09-04 10:42:00,3.06060566262253,3.06060566262253,2024-09-04 10:51:00,2,0.25,True,09:30,15:15
692,3.0,2024-09-05 10:35:00,2024-09-05,2024-09-05,-3.1907710492888577,3.1907710492888577,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,True,,2024-09-05 10:37:00,-1.3344718682894494,1.3344718682894494,2.0,2024-09-05 10:35:00,-3.1907710492888577,3.1907710492888577,2024-09-05 10:37:00,2,0.25,True,09:30,15:15
693,3.0,2024-09-06 09:24:00,2024-09-06,2024-09-06,-3.531749383475929,3.531749383475929,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,False,NO_ENTRY_SIGN_FLIP_BEFORE_REVERSAL,,,,,2024-09-06 09:25:00,-4.108275325295239,4.108275325295239,2024-09-06 09:28:00,2,0.25,True,09:30,15:15
