watch_event_id,threshold_abs_z,watch_time,watch_date,watch_trading_date,watch_z,watch_abs_z,watch_side_if_entered,entered,skip_reason,entry_time,entry_z,entry_abs_z,entry_delay_bars,extreme_time_before_entry,extreme_z_before_entry,extreme_abs_z_before_entry,scan_end_time,reversal_confirm_bars_required,reversal_delta_z_required,enable_entry_time_filter,entry_start_time,last_entry_time
233,3.0,2023-04-24 13:17:00,2023-04-24,2023-04-24,3.161582669398416,3.161582669398416,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,True,,2023-04-24 13:19:00,2.6152867276329435,2.6152867276329435,2.0,2023-04-24 13:17:00,3.161582669398416,3.161582669398416,2023-04-24 13:19:00,2,0.25,True,09:30,15:15
234,3.0,2023-04-25 14:19:00,2023-04-25,2023-04-25,3.23593613208434,3.23593613208434,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,True,,2023-04-25 14:34:00,2.4403909305651696,2.4403909305651696,15.0,2023-04-25 14:19:00,3.23593613208434,3.23593613208434,2023-04-25 14:34:00,2,0.25,True,09:30,15:15
235,3.0,2023-04-26 09:16:00,2023-04-26,2023-04-26,3.019057259846933,3.019057259846933,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,False,NO_ENTRY_TIME_FILTER,,,,,2023-04-26 09:17:00,3.780992355617913,3.780992355617913,2023-04-26 09:19:00,2,0.25,True,09:30,15:15
236,3.0,2023-04-26 09:25:00,2023-04-26,2023-04-26,3.0057648639864905,3.0057648639864905,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,False,NO_ENTRY_TIME_FILTER,,,,,2023-04-26 09:25:00,3.0057648639864905,3.0057648639864905,2023-04-26 09:27:00,2,0.25,True,09:30,15:15
237,3.0,2023-04-26 15:17:00,2023-04-26,2023-04-26,3.268677381724914,3.268677381724914,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,False,NO_ENTRY_TIME_FILTER,,,,,2023-04-26 15:17:00,3.268677381724914,3.268677381724914,2023-04-26 15:19:00,2,0.25,True,09:30,15:15
238,3.0,2023-04-26 15:23:00,2023-04-26,2023-04-26,3.214143833463974,3.214143833463974,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,False,NO_ENTRY_TIME_FILTER,,,,,2023-04-26 15:23:00,3.214143833463974,3.214143833463974,2023-04-27 09:18:00,2,0.25,True,09:30,15:15
239,3.0,2023-04-27 09:21:00,2023-04-27,2023-04-27,3.2963296619111855,3.2963296619111855,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,True,,2023-04-27 09:33:00,2.3701742143766924,2.3701742143766924,12.0,2023-04-27 09:31:00,3.6156083147826714,3.6156083147826714,2023-04-27 09:33:00,2,0.25,True,09:30,15:15
240,3.0,2023-04-27 15:15:00,2023-04-27,2023-04-27,3.2490210315202463,3.2490210315202463,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,False,NO_ENTRY_TIME_FILTER,,,,,2023-04-27 15:15:00,3.2490210315202463,3.2490210315202463,2023-04-27 15:17:00,2,0.25,True,09:30,15:15
241,3.0,2023-04-28 09:15:00,2023-04-28,2023-04-28,4.755983430890634,4.755983430890634,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,False,NO_ENTRY_TIME_FILTER,,,,,2023-04-28 09:15:00,4.755983430890634,4.755983430890634,2023-04-28 09:19:00,2,0.25,True,09:30,15:15
242,3.0,2023-04-28 09:31:00,2023-04-28,2023-04-28,-3.3614564315144895,3.3614564315144895,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,True,,2023-04-28 09:36:00,-0.8088887025884502,0.8088887025884502,5.0,2023-04-28 09:31:00,-3.3614564315144895,3.3614564315144895,2023-04-28 09:36:00,2,0.25,True,09:30,15:15
243,3.0,2023-05-03 09:17:00,2023-05-03,2023-05-03,-3.8616129339765464,3.8616129339765464,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,False,NO_ENTRY_TIME_FILTER,,,,,2023-05-03 09:18:00,-4.51693219515325,4.51693219515325,2023-05-03 09:20:00,2,0.25,True,09:30,15:15
244,3.0,2023-05-03 09:25:00,2023-05-03,2023-05-03,-4.083846140015271,4.083846140015271,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,False,NO_ENTRY_TIME_FILTER,,,,,2023-05-03 09:25:00,-4.083846140015271,4.083846140015271,2023-05-03 09:27:00,2,0.25,True,09:30,15:15
245,3.0,2023-05-03 09:28:00,2023-05-03,2023-05-03,-3.29268188615273,3.29268188615273,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,True,,2023-05-03 09:30:00,-2.7872422629138374,2.7872422629138374,2.0,2023-05-03 09:28:00,-3.29268188615273,3.29268188615273,2023-05-03 09:30:00,2,0.25,True,09:30,15:15
246,3.0,2023-05-04 15:20:00,2023-05-04,2023-05-04,3.0990833097644646,3.0990833097644646,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,False,NO_ENTRY_TIME_FILTER,,,,,2023-05-04 15:20:00,3.0990833097644646,3.0990833097644646,2023-05-04 15:22:00,2,0.25,True,09:30,15:15
247,3.0,2023-05-05 11:08:00,2023-05-05,2023-05-05,-3.15033631643211,3.15033631643211,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,True,,2023-05-05 11:12:00,-1.3332767577873554,1.3332767577873554,4.0,2023-05-05 11:08:00,-3.15033631643211,3.15033631643211,2023-05-05 11:12:00,2,0.25,True,09:30,15:15
248,3.0,2023-05-09 12:01:00,2023-05-09,2023-05-09,3.5052107065052445,3.5052107065052445,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,True,,2023-05-09 12:03:00,2.2089454193412656,2.2089454193412656,2.0,2023-05-09 12:01:00,3.5052107065052445,3.5052107065052445,2023-05-09 12:03:00,2,0.25,True,09:30,15:15
249,3.0,2023-05-10 09:45:00,2023-05-10,2023-05-10,-3.815066904384911,3.815066904384911,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,True,,2023-05-10 09:47:00,-2.90825873545021,2.90825873545021,2.0,2023-05-10 09:45:00,-3.815066904384911,3.815066904384911,2023-05-10 09:47:00,2,0.25,True,09:30,15:15
250,3.0,2023-05-11 09:15:00,2023-05-11,2023-05-11,4.5022759719701195,4.5022759719701195,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,False,NO_ENTRY_TIME_FILTER,,,,,2023-05-11 09:15:00,4.5022759719701195,4.5022759719701195,2023-05-11 09:17:00,2,0.25,True,09:30,15:15
251,3.0,2023-05-11 09:22:00,2023-05-11,2023-05-11,3.093094549213538,3.093094549213538,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,False,NO_ENTRY_TIME_FILTER,,,,,2023-05-11 09:25:00,3.358864157123288,3.358864157123288,2023-05-11 09:27:00,2,0.25,True,09:30,15:15
252,3.0,2023-05-11 09:35:00,2023-05-11,2023-05-11,3.4303004961119137,3.4303004961119137,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,True,,2023-05-11 09:37:00,2.449644288419609,2.449644288419609,2.0,2023-05-11 09:35:00,3.4303004961119137,3.4303004961119137,2023-05-11 09:37:00,2,0.25,True,09:30,15:15
253,3.0,2023-05-12 09:16:00,2023-05-12,2023-05-12,-3.4426729804143807,3.4426729804143807,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,False,NO_ENTRY_TIME_FILTER,,,,,2023-05-12 09:16:00,-3.4426729804143807,3.4426729804143807,2023-05-12 09:18:00,2,0.25,True,09:30,15:15
254,3.0,2023-05-12 09:24:00,2023-05-12,2023-05-12,-3.059825624907179,3.059825624907179,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,False,NO_ENTRY_TIME_FILTER,,,,,2023-05-12 09:24:00,-3.059825624907179,3.059825624907179,2023-05-12 09:26:00,2,0.25,True,09:30,15:15
255,3.0,2023-05-12 14:04:00,2023-05-12,2023-05-12,3.1319430259753727,3.1319430259753727,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,True,,2023-05-12 14:06:00,2.64897191875566,2.64897191875566,2.0,2023-05-12 14:04:00,3.1319430259753727,3.1319430259753727,2023-05-12 14:06:00,2,0.25,True,09:30,15:15
256,3.0,2023-05-16 09:30:00,2023-05-16,2023-05-16,-3.1363273173706876,3.1363273173706876,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,True,,2023-05-16 09:34:00,-3.024165072038728,3.024165072038728,4.0,2023-05-16 09:32:00,-3.3670133059818235,3.3670133059818235,2023-05-16 09:34:00,2,0.25,True,09:30,15:15
257,3.0,2023-05-17 09:15:00,2023-05-17,2023-05-17,-4.275658896190837,4.275658896190837,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,False,NO_ENTRY_TIME_FILTER,,,,,2023-05-17 09:15:00,-4.275658896190837,4.275658896190837,2023-05-17 09:17:00,2,0.25,True,09:30,15:15
258,3.0,2023-05-17 09:21:00,2023-05-17,2023-05-17,-3.193240033377447,3.193240033377447,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,False,NO_ENTRY_TIME_FILTER,,,,,2023-05-17 09:22:00,-3.2589425980044164,3.2589425980044164,2023-05-17 09:26:00,2,0.25,True,09:30,15:15
259,3.0,2023-05-17 09:28:00,2023-05-17,2023-05-17,-3.2123823809948693,3.2123823809948693,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,True,,2023-05-17 09:31:00,-2.904878680116553,2.904878680116553,3.0,2023-05-17 09:29:00,-4.2240878251821385,4.2240878251821385,2023-05-17 09:31:00,2,0.25,True,09:30,15:15
260,3.0,2023-05-19 09:20:00,2023-05-19,2023-05-19,3.253539390945233,3.253539390945233,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,False,NO_ENTRY_TIME_FILTER,,,,,2023-05-19 09:21:00,3.5862149448825367,3.5862149448825367,2023-05-19 09:23:00,2,0.25,True,09:30,15:15
261,3.0,2023-05-19 09:27:00,2023-05-19,2023-05-19,3.1358536795538594,3.1358536795538594,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,True,,2023-05-19 09:31:00,1.3093498078743766,1.3093498078743766,4.0,2023-05-19 09:29:00,3.4417546303661597,3.4417546303661597,2023-05-19 09:31:00,2,0.25,True,09:30,15:15
262,3.0,2023-05-22 10:05:00,2023-05-22,2023-05-22,-3.0165076280418557,3.0165076280418557,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,True,,2023-05-22 10:11:00,-2.8784255584405583,2.8784255584405583,6.0,2023-05-22 10:09:00,-4.007885183078403,4.007885183078403,2023-05-22 10:11:00,2,0.25,True,09:30,15:15
263,3.0,2023-05-24 09:15:00,2023-05-24,2023-05-24,-4.34556304555309,4.34556304555309,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,False,NO_ENTRY_TIME_FILTER,,,,,2023-05-24 09:16:00,-4.717301614084724,4.717301614084724,2023-05-24 09:18:00,2,0.25,True,09:30,15:15
264,3.0,2023-05-24 09:23:00,2023-05-24,2023-05-24,-3.089967930714047,3.089967930714047,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,False,NO_ENTRY_TIME_FILTER,,,,,2023-05-24 09:25:00,-3.2885128939916908,3.2885128939916908,2023-05-24 09:29:00,2,0.25,True,09:30,15:15
265,3.0,2023-05-25 09:40:00,2023-05-25,2023-05-25,-3.1219422789415847,3.1219422789415847,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,True,,2023-05-25 09:44:00,-2.152335801994506,2.152335801994506,4.0,2023-05-25 09:40:00,-3.1219422789415847,3.1219422789415847,2023-05-25 09:44:00,2,0.25,True,09:30,15:15
266,3.0,2023-05-26 09:37:00,2023-05-26,2023-05-26,3.0801785722019863,3.0801785722019863,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,True,,2023-05-26 09:42:00,3.002088783138243,3.002088783138243,5.0,2023-05-26 09:40:00,3.742495350022844,3.742495350022844,2023-05-26 09:42:00,2,0.25,True,09:30,15:15
267,3.0,2023-05-30 09:15:00,2023-05-30,2023-05-30,-3.97218879210558,3.97218879210558,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,False,NO_ENTRY_TIME_FILTER,,,,,2023-05-30 09:15:00,-3.97218879210558,3.97218879210558,2023-05-30 09:19:00,2,0.25,True,09:30,15:15
268,3.0,2023-05-30 15:11:00,2023-05-30,2023-05-30,3.250818257946892,3.250818257946892,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,False,NO_ENTRY_TIME_FILTER,,,,,2023-05-30 15:14:00,3.526299467149106,3.526299467149106,2023-05-30 15:18:00,2,0.25,True,09:30,15:15
269,3.0,2023-05-30 15:19:00,2023-05-30,2023-05-30,3.4371827417959104,3.4371827417959104,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,False,NO_ENTRY_TIME_FILTER,,,,,2023-05-30 15:20:00,3.5791237117979313,3.5791237117979313,2023-05-30 15:24:00,2,0.25,True,09:30,15:15
270,3.0,2023-05-30 15:25:00,2023-05-30,2023-05-30,3.5004346486526936,3.5004346486526936,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,False,NO_ENTRY_TIME_FILTER,,,,,2023-05-30 15:25:00,3.5004346486526936,3.5004346486526936,2023-05-30 15:27:00,2,0.25,True,09:30,15:15
271,3.0,2023-05-30 15:29:00,2023-05-30,2023-05-30,3.6153174137302333,3.6153174137302333,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,False,NO_ENTRY_TIME_FILTER,,,,,2023-05-30 15:29:00,3.6153174137302333,3.6153174137302333,2023-05-31 09:16:00,2,0.25,True,09:30,15:15
272,3.0,2023-06-01 15:14:00,2023-06-01,2023-06-01,-3.3390166583946015,3.3390166583946015,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,False,NO_ENTRY_TIME_FILTER,,,,,2023-06-01 15:20:00,-3.5709328821638002,3.5709328821638002,2023-06-01 15:22:00,2,0.25,True,09:30,15:15
273,3.0,2023-06-01 15:24:00,2023-06-01,2023-06-01,-3.1553435153459004,3.1553435153459004,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,False,NO_ENTRY_TIME_FILTER,,,,,2023-06-02 09:15:00,-4.05596798564794,4.05596798564794,2023-06-02 09:23:00,2,0.25,True,09:30,15:15
274,3.0,2023-06-02 09:36:00,2023-06-02,2023-06-02,-3.1103453042713523,3.1103453042713523,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,True,,2023-06-02 09:38:00,-2.0800499924894376,2.0800499924894376,2.0,2023-06-02 09:36:00,-3.1103453042713523,3.1103453042713523,2023-06-02 09:38:00,2,0.25,True,09:30,15:15
275,3.0,2023-06-05 09:16:00,2023-06-05,2023-06-05,3.1474736697319528,3.1474736697319528,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,False,NO_ENTRY_TIME_FILTER,,,,,2023-06-05 09:16:00,3.1474736697319528,3.1474736697319528,2023-06-05 09:22:00,2,0.25,True,09:30,15:15
276,3.0,2023-06-05 09:25:00,2023-06-05,2023-06-05,3.0636157496781284,3.0636157496781284,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,False,NO_ENTRY_TIME_FILTER,,,,,2023-06-05 09:25:00,3.0636157496781284,3.0636157496781284,2023-06-05 09:27:00,2,0.25,True,09:30,15:15
277,3.0,2023-06-06 09:15:00,2023-06-06,2023-06-06,-3.8668914885042143,3.8668914885042143,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,False,NO_ENTRY_TIME_FILTER,,,,,2023-06-06 09:16:00,-4.222456372076342,4.222456372076342,2023-06-06 09:18:00,2,0.25,True,09:30,15:15
278,3.0,2023-06-06 09:20:00,2023-06-06,2023-06-06,-3.7516297033312775,3.7516297033312775,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,False,NO_ENTRY_TIME_FILTER,,,,,2023-06-06 09:20:00,-3.7516297033312775,3.7516297033312775,2023-06-06 09:22:00,2,0.25,True,09:30,15:15
279,3.0,2023-06-06 09:23:00,2023-06-06,2023-06-06,-3.4435223901308007,3.4435223901308007,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,True,,2023-06-06 09:31:00,-1.577193986965618,1.577193986965618,8.0,2023-06-06 09:26:00,-3.7009671559488546,3.7009671559488546,2023-06-06 09:31:00,2,0.25,True,09:30,15:15
280,3.0,2023-06-06 09:52:00,2023-06-06,2023-06-06,-3.3258513046608407,3.3258513046608407,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,True,,2023-06-06 09:57:00,-2.5342019595779597,2.5342019595779597,5.0,2023-06-06 09:52:00,-3.3258513046608407,3.3258513046608407,2023-06-06 09:57:00,2,0.25,True,09:30,15:15
281,3.0,2023-06-07 10:49:00,2023-06-07,2023-06-07,-3.145940734563752,3.145940734563752,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,True,,2023-06-07 10:51:00,-2.4297394929974994,2.4297394929974994,2.0,2023-06-07 10:49:00,-3.145940734563752,3.145940734563752,2023-06-07 10:51:00,2,0.25,True,09:30,15:15
282,3.0,2023-06-08 11:37:00,2023-06-08,2023-06-08,3.5956273879096003,3.5956273879096003,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,True,,2023-06-08 11:41:00,2.568123310263484,2.568123310263484,4.0,2023-06-08 11:37:00,3.5956273879096003,3.5956273879096003,2023-06-08 11:41:00,2,0.25,True,09:30,15:15
283,3.0,2023-06-12 10:46:00,2023-06-12,2023-06-12,-3.466460123076379,3.466460123076379,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,True,,2023-06-12 11:03:00,-0.9088302573455175,0.9088302573455175,17.0,2023-06-12 10:46:00,-3.466460123076379,3.466460123076379,2023-06-12 11:03:00,2,0.25,True,09:30,15:15
284,3.0,2023-06-12 12:30:00,2023-06-12,2023-06-12,-3.0107260816026287,3.0107260816026287,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,True,,2023-06-12 12:32:00,-1.4704965371386747,1.4704965371386747,2.0,2023-06-12 12:30:00,-3.0107260816026287,3.0107260816026287,2023-06-12 12:32:00,2,0.25,True,09:30,15:15
285,3.0,2023-06-13 09:15:00,2023-06-13,2023-06-13,3.815060933883606,3.815060933883606,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,False,NO_ENTRY_TIME_FILTER,,,,,2023-06-13 09:20:00,4.865047415680138,4.865047415680138,2023-06-13 09:22:00,2,0.25,True,09:30,15:15
286,3.0,2023-06-13 09:24:00,2023-06-13,2023-06-13,3.2116395713968213,3.2116395713968213,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,False,NO_ENTRY_TIME_FILTER,,,,,2023-06-13 09:25:00,4.163102688854486,4.163102688854486,2023-06-13 09:29:00,2,0.25,True,09:30,15:15
287,3.0,2023-06-13 09:36:00,2023-06-13,2023-06-13,3.124226648685339,3.124226648685339,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,True,,2023-06-13 09:43:00,2.561184724912958,2.561184724912958,7.0,2023-06-13 09:37:00,3.5964144643250777,3.5964144643250777,2023-06-13 09:43:00,2,0.25,True,09:30,15:15
288,3.0,2023-06-14 09:26:00,2023-06-14,2023-06-14,-3.347625488015357,3.347625488015357,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,False,NO_ENTRY_TIME_FILTER,,,,,2023-06-14 09:26:00,-3.347625488015357,3.347625488015357,2023-06-14 09:28:00,2,0.25,True,09:30,15:15
289,3.0,2023-06-14 09:40:00,2023-06-14,2023-06-14,-3.260462346882745,3.260462346882745,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,True,,2023-06-14 09:42:00,-2.5880540675109454,2.5880540675109454,2.0,2023-06-14 09:40:00,-3.260462346882745,3.260462346882745,2023-06-14 09:42:00,2,0.25,True,09:30,15:15
290,3.0,2023-06-15 09:18:00,2023-06-15,2023-06-15,-3.5608509993649324,3.5608509993649324,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,False,NO_ENTRY_TIME_FILTER,,,,,2023-06-15 09:19:00,-4.070182934388246,4.070182934388246,2023-06-15 09:21:00,2,0.25,True,09:30,15:15
291,3.0,2023-06-15 09:23:00,2023-06-15,2023-06-15,-3.05471244884671,3.05471244884671,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,False,NO_ENTRY_TIME_FILTER,,,,,2023-06-15 09:26:00,-4.070836933386521,4.070836933386521,2023-06-15 09:28:00,2,0.25,True,09:30,15:15
292,3.0,2023-06-15 09:34:00,2023-06-15,2023-06-15,-3.1401696235138705,3.1401696235138705,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,True,,2023-06-15 09:45:00,-3.0613904788084993,3.0613904788084993,11.0,2023-06-15 09:43:00,-3.4156653824453262,3.4156653824453262,2023-06-15 09:45:00,2,0.25,True,09:30,15:15
293,3.0,2023-06-20 09:32:00,2023-06-20,2023-06-20,-3.388946928190304,3.388946928190304,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,True,,2023-06-20 09:35:00,-2.978919464839246,2.978919464839246,3.0,2023-06-20 09:33:00,-3.5409796049487614,3.5409796049487614,2023-06-20 09:35:00,2,0.25,True,09:30,15:15
294,3.0,2023-06-20 15:17:00,2023-06-20,2023-06-20,3.0337563920661124,3.0337563920661124,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,False,NO_ENTRY_TIME_FILTER,,,,,2023-06-20 15:17:00,3.0337563920661124,3.0337563920661124,2023-06-20 15:19:00,2,0.25,True,09:30,15:15
295,3.0,2023-06-20 15:20:00,2023-06-20,2023-06-20,3.0019845037717667,3.0019845037717667,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,False,NO_ENTRY_TIME_FILTER,,,,,2023-06-20 15:20:00,3.0019845037717667,3.0019845037717667,2023-06-20 15:28:00,2,0.25,True,09:30,15:15
296,3.0,2023-06-21 09:17:00,2023-06-21,2023-06-21,3.4961058078888128,3.4961058078888128,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,False,NO_ENTRY_TIME_FILTER,,,,,2023-06-21 09:17:00,3.4961058078888128,3.4961058078888128,2023-06-21 09:19:00,2,0.25,True,09:30,15:15
297,3.0,2023-06-21 09:22:00,2023-06-21,2023-06-21,3.183980351974712,3.183980351974712,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,False,NO_ENTRY_TIME_FILTER,,,,,2023-06-21 09:24:00,3.334884072677713,3.334884072677713,2023-06-21 09:26:00,2,0.25,True,09:30,15:15
298,3.0,2023-06-21 09:35:00,2023-06-21,2023-06-21,3.0344877367403043,3.0344877367403043,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,True,,2023-06-21 09:37:00,2.5920474680884324,2.5920474680884324,2.0,2023-06-21 09:35:00,3.0344877367403043,3.0344877367403043,2023-06-21 09:37:00,2,0.25,True,09:30,15:15
299,3.0,2023-06-22 09:15:00,2023-06-22,2023-06-22,-3.8624024920616837,3.8624024920616837,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,False,NO_ENTRY_TIME_FILTER,,,,,2023-06-22 09:16:00,-4.565567973737251,4.565567973737251,2023-06-22 09:18:00,2,0.25,True,09:30,15:15
300,3.0,2023-06-22 09:20:00,2023-06-22,2023-06-22,-4.299478014319643,4.299478014319643,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,False,NO_ENTRY_TIME_FILTER,,,,,2023-06-22 09:20:00,-4.299478014319643,4.299478014319643,2023-06-22 09:28:00,2,0.25,True,09:30,15:15
301,3.0,2023-06-23 10:16:00,2023-06-23,2023-06-23,3.1619749267204096,3.1619749267204096,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,True,,2023-06-23 10:22:00,2.3779317782910168,2.3779317782910168,6.0,2023-06-23 10:18:00,3.341793306455851,3.341793306455851,2023-06-23 10:22:00,2,0.25,True,09:30,15:15
302,3.0,2023-06-26 10:03:00,2023-06-26,2023-06-26,-3.1023990064967766,3.1023990064967766,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,True,,2023-06-26 10:11:00,-2.382638867961217,2.382638867961217,8.0,2023-06-26 10:09:00,-3.4913545139636266,3.4913545139636266,2023-06-26 10:11:00,2,0.25,True,09:30,15:15
303,3.0,2023-06-26 15:29:00,2023-06-26,2023-06-26,-3.16694169559993,3.16694169559993,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,False,NO_ENTRY_SETTLED_BEFORE_REVERSAL,,,,,2023-06-26 15:29:00,-3.16694169559993,3.16694169559993,2023-06-27 09:19:00,2,0.25,True,09:30,15:15
304,3.0,2023-06-27 14:15:00,2023-06-27,2023-06-27,3.680792637187118,3.680792637187118,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,True,,2023-06-27 14:30:00,2.148274478061057,2.148274478061057,15.0,2023-06-27 14:18:00,4.17053155821463,4.17053155821463,2023-06-27 14:30:00,2,0.25,True,09:30,15:15
305,3.0,2023-06-28 14:28:00,2023-06-28,2023-06-28,3.0750377070456945,3.0750377070456945,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,True,,2023-06-28 14:32:00,2.367721173864971,2.367721173864971,4.0,2023-06-28 14:28:00,3.0750377070456945,3.0750377070456945,2023-06-28 14:32:00,2,0.25,True,09:30,15:15
306,3.0,2023-06-30 09:15:00,2023-06-30,2023-06-30,3.654870012029186,3.654870012029186,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,False,NO_ENTRY_TIME_FILTER,,,,,2023-06-30 09:16:00,4.383240556898076,4.383240556898076,2023-06-30 09:24:00,2,0.25,True,09:30,15:15
307,3.0,2023-06-30 09:45:00,2023-06-30,2023-06-30,3.1272656201329765,3.1272656201329765,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,True,,2023-06-30 09:49:00,2.872868441757309,2.872868441757309,4.0,2023-06-30 09:47:00,3.4321675710460893,3.4321675710460893,2023-06-30 09:49:00,2,0.25,True,09:30,15:15
308,3.0,2023-07-04 09:15:00,2023-07-04,2023-07-04,4.776909942855396,4.776909942855396,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,False,NO_ENTRY_TIME_FILTER,,,,,2023-07-04 09:16:00,5.2145985742357714,5.2145985742357714,2023-07-04 09:18:00,2,0.25,True,09:30,15:15
309,3.0,2023-07-07 09:27:00,2023-07-07,2023-07-07,3.101881438022193,3.101881438022193,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,False,NO_ENTRY_TIME_FILTER,,,,,2023-07-07 09:27:00,3.101881438022193,3.101881438022193,2023-07-07 09:29:00,2,0.25,True,09:30,15:15
310,3.0,2023-07-07 09:30:00,2023-07-07,2023-07-07,3.2003349450384424,3.2003349450384424,SENSEX_RICH_SHORT_SENSEX_LONG_NIFTY,True,,2023-07-07 09:32:00,2.1290123081213683,2.1290123081213683,2.0,2023-07-07 09:30:00,3.2003349450384424,3.2003349450384424,2023-07-07 09:32:00,2,0.25,True,09:30,15:15
311,3.0,2023-07-12 11:26:00,2023-07-12,2023-07-12,-3.0607260373643315,3.0607260373643315,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,True,,2023-07-12 11:28:00,-1.7670558143343722,1.7670558143343722,2.0,2023-07-12 11:26:00,-3.0607260373643315,3.0607260373643315,2023-07-12 11:28:00,2,0.25,True,09:30,15:15
312,3.0,2023-07-12 15:03:00,2023-07-12,2023-07-12,-3.833218791325355,3.833218791325355,SENSEX_CHEAP_LONG_SENSEX_SHORT_NIFTY,True,,2023-07-12 15:08:00,-3.645634331632889,3.645634331632889,5.0,2023-07-12 15:06:00,-4.264036080132056,4.264036080132056,2023-07-12 15:08:00,2,0.25,True,09:30,15:15
